Anger,Boredom,Disgust,Fear,Happiness,Emo_Neutral,Sadness,Aggressiv,Cheerful,Intoxicated,Nervous,Aff_Neutral,Tired,Disinterest,Normal,High Interest,Arousal,Valence,Filename
0.000269,0.000303,0.026418,0.000012,0.000050,0.000031,0.972917,0.120534,0.390862,0.168433,0.044141,0.185968,0.090061,0.010672,0.976752,0.012577,7.548712e-02,1.128033e-01,164_a_q.wav
0.001181,0.006555,0.027969,0.000216,0.000771,0.001001,0.962308,0.133084,0.412184,0.114089,0.028293,0.059338,0.253013,0.006589,0.910492,0.082919,-2.932730e-02,5.745392e-02,165_a_q.wav
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.078397,0.038890,0.208553,0.187627,0.466587,0.019945,0.254027,0.513870,0.232103,4.001404e-01,5.041320e-01,166_a_a.wav
0.000001,0.000001,0.001285,0.000000,0.000000,0.000000,0.998713,0.059652,0.114833,0.497722,0.042393,0.236862,0.048536,0.052086,0.941171,0.006744,9.330408e-02,2.048909e-01,166_b_a.wav
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.019119,0.024447,0.100785,0.534566,0.313016,0.008068,0.496834,0.248725,0.254440,1.817894e-01,6.255408e-01,167_a_q.wav
0.000053,0.000031,0.008107,0.000002,0.000019,0.000002,0.991786,0.163521,0.409527,0.125675,0.057811,0.124227,0.119239,0.024692,0.973228,0.002080,1.116047e-01,2.010404e-01,168_a_q.wav
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999999,0.044780,0.160126,0.415823,0.135325,0.086878,0.157068,0.135175,0.826022,0.038803,6.377907e-02,4.485536e-01,169_a_a.wav
0.000238,0.000294,0.025817,0.000020,0.000017,0.000017,0.973596,0.075231,0.238449,0.471755,0.028197,0.131208,0.055160,0.017697,0.842728,0.139575,1.028637e-01,2.572839e-01,169_b_a.wav
0.000002,0.000002,0.001917,0.000000,0.000001,0.000000,0.998077,0.057775,0.219334,0.408698,0.056406,0.168173,0.089614,0.038059,0.940379,0.021562,4.900742e-02,3.158395e-01,169_c_a.wav
0.000610,0.003922,0.140617,0.000054,0.000391,0.000297,0.854108,0.104965,0.474722,0.165370,0.031971,0.069624,0.153347,0.018174,0.698323,0.283504,3.125019e-02,3.845933e-02,16_a_q.wav
